timestamp,temperature,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_id,weather_main,weather_description
1759284000,15.2,15.18,1021,92,13.91,,75,10000,6.17,210,500,Rain,light rain
1759291200,15.43,15.4,1021,91,13.97,,75,10000,7.2,220,500,Rain,light rain
1759298400,15.2,15.02,1021,86,12.88,,75,10000,7.72,220,803,Clouds,broken clouds
1759305600,15.19,14.98,1022,85,12.69,,75,10000,10.29,210,803,Clouds,broken clouds
1759312800,16.81,16.71,1022,83,13.91,,75,10000,7.72,210,803,Clouds,broken clouds
1759320000,18.03,17.93,1022,78,14.14,,75,10000,10.8,210,803,Clouds,broken clouds
1759327200,18.73,18.67,1022,77,14.62,,75,10000,7.72,210,803,Clouds,broken clouds
1759334400,18.16,18.04,1021,77,14.07,,75,10000,8.23,210,803,Clouds,broken clouds
1759341600,17.78,17.6,1021,76,13.5,,75,10000,6.17,210,803,Clouds,broken clouds
1759348800,15.64,15.4,1021,82,12.58,,20,10000,8.23,210,801,Clouds,few clouds
1759356000,15.19,14.88,1021,81,11.95,,75,10000,7.2,220,500,Rain,light rain
1759363200,16.01,15.62,1020,75,11.59,,75,10000,8.75,210,500,Rain,light rain
1759370400,15.18,14.95,1019,84,12.5,,75,10000,7.2,210,501,Rain,moderate rain
1759377600,15.47,15.24,1019,83,12.6,,75,10000,8.23,200,500,Rain,light rain
1759384800,15.76,15.56,1018,83,12.88,,75,10000,8.23,210,500,Rain,light rain
1759392000,16.68,16.57,1017,83,13.78,,75,10000,7.2,200,500,Rain,light rain
1759399200,16.36,16.19,1016,82,13.28,,75,10000,7.72,200,500,Rain,light rain
1759406400,17.65,17.3,1014,70,12.12,,75,10000,6.17,180,803,Clouds,broken clouds
1759413600,16.69,16.45,1011,78,12.84,,75,10000,9.26,190,500,Rain,light rain
1759420800,16.13,15.89,1008,80,12.68,,75,10000,11.83,200,500,Rain,light rain
1759428000,16.44,16.33,1006,84,13.73,,75,10000,11.32,200,500,Rain,light rain
1759435200,16.84,16.96,1005,91,15.36,,75,10000,9.77,220,501,Rain,moderate rain
1759442400,16.17,16.17,1005,89,14.36,,40,10000,6.17,230,500,Rain,light rain
1759449600,15.25,15.1,1006,87,13.1,,75,10000,8.75,240,803,Clouds,broken clouds
1759456800,14,13.7,1006,86,11.7,,20,10000,7.2,240,801,Clouds,few clouds
1759464000,13.08,12.66,1006,85,10.62,,75,10000,5.66,220,803,Clouds,broken clouds
1759471200,12.92,12.46,1005,84,10.28,,75,10000,5.14,210,803,Clouds,broken clouds
1759478400,12.76,12.23,1003,82,9.77,,75,10000,4.12,190,310,Drizzle,light intensity drizzle rain
1759485600,11.84,11.48,997,92,10.58,,75,6000,5.66,140,310,Drizzle,light intensity drizzle rain
1759492800,17.36,17.48,991,89,15.53,,75,7000,15.95,200,500,Rain,light rain
1759500000,19.26,19.38,986,82,16.11,,75,10000,16.46,210,500,Rain,light rain
1759507200,18.19,18.05,985,76,13.89,,75,10000,16.46,240,520,Rain,light intensity shower rain
1759514400,13.16,12.72,989,84,10.52,,75,7000,14.92,250,520,Rain,light intensity shower rain
1759521600,11.61,10.92,991,80,8.28,,75,10000,11.83,250,520,Rain,light intensity shower rain
1759528800,11.84,11.01,991,74,7.36,,75,10000,11.83,240,500,Rain,light rain
1759536000,11.17,10.33,991,76,7.1,,40,10000,10.29,240,802,Clouds,scattered clouds
1759543200,9.68,5.62,992,80,6.4,,75,10000,10.8,240,500,Rain,light rain
1759550400,9.92,5.65,993,79,6.45,,75,10000,12.35,250,520,Rain,light intensity shower rain
1759557600,9.41,4.7,993,76,5.4,,75,10000,13.89,240,520,Rain,light intensity shower rain
1759564800,9.22,4.27,994,82,6.31,,75,6000,14.92,260,500,Rain,light rain
1759572000,9.68,5.07,998,88,7.79,,75,10000,13.89,260,501,Rain,moderate rain
1759579200,11.61,10.99,1000,83,8.82,,75,10000,12.86,270,803,Clouds,broken clouds
1759586400,14,13.36,1002,73,9.24,,75,10000,11.32,270,500,Rain,light rain
1759593600,12.12,11.55,1005,83,9.32,,75,10000,9.26,270,501,Rain,moderate rain
1759600800,10.57,9.9,1007,85,8.16,,20,10000,12.35,290,501,Rain,moderate rain
1759608000,10.82,10.12,1009,83,8.05,,20,10000,10.8,270,801,Clouds,few clouds
1759615200,11.06,10.31,1011,80,7.75,,40,10000,11.18,270,802,Clouds,scattered clouds
1759622400,10.7,9.94,1012,81,7.58,,40,10000,10.29,270,500,Rain,light rain
1759629600,10.69,9.9,1013,80,7.39,,40,10000,9.77,260,802,Clouds,scattered clouds
1759636800,10.7,10.02,1014,84,8.11,,75,10000,7.72,270,500,Rain,light rain
1759644000,9.87,6.09,1015,90,8.31,,75,10000,9.77,250,310,Drizzle,light intensity drizzle rain
1759651200,10.7,10.1,1017,87,8.63,,75,10000,8.75,270,803,Clouds,broken clouds
1759658400,12.22,11.53,1018,78,8.5,,40,10000,8.75,260,802,Clouds,scattered clouds
1759665600,14.23,13.59,1019,72,9.26,,75,10000,10.8,270,500,Rain,light rain
1759672800,14.85,14.19,1020,69,9.22,,75,10000,7.72,260,803,Clouds,broken clouds
1759680000,14.13,13.53,1020,74,9.57,,75,10000,8.23,250,803,Clouds,broken clouds
1759687200,13.59,13.02,1021,77,9.64,,75,10000,6.69,250,803,Clouds,broken clouds
1759694400,12.93,12.39,1022,81,9.75,,75,10000,6.69,240,803,Clouds,broken clouds
1759701600,12.51,11.98,1021,83,9.7,,75,10000,8.23,230,500,Rain,light rain
1759708800,12.8,12.28,1021,82,9.81,,75,10000,7.72,230,803,Clouds,broken clouds
1759716000,12.93,12.34,1021,79,9.38,,75,10000,7.2,230,803,Clouds,broken clouds
1759723200,12.7,12.14,1021,81,9.53,,20,10000,8.75,220,801,Clouds,few clouds
1759730400,12.7,12.14,1021,81,9.53,,75,10000,8.23,230,803,Clouds,broken clouds
1759737600,14.09,13.46,1022,73,9.33,,20,10000,6.69,230,801,Clouds,few clouds
1759744800,16.52,15.87,1022,63,9.46,,20,10000,6.17,220,801,Clouds,few clouds
1759752000,18.61,17.88,1022,52,8.57,,40,10000,6.17,230,802,Clouds,scattered clouds
1759759200,19.11,18.38,1021,50,8.45,,40,10000,7.2,230,802,Clouds,scattered clouds
1759766400,18.31,17.71,1021,58,9.91,,40,10000,4.63,220,802,Clouds,scattered clouds
1759773600,16.04,15.61,1020,73,11.21,,75,10000,5.66,230,803,Clouds,broken clouds
1759780800,14.89,14.37,1020,74,10.3,,75,10000,6.17,220,803,Clouds,broken clouds
1759788000,14.34,13.76,1021,74,9.77,,75,10000,7.72,230,803,Clouds,broken clouds
1759795200,13.74,13.13,1020,75,9.39,,20,10000,8.23,230,801,Clouds,few clouds
1759802400,13.95,13.36,1020,75,9.6,,75,10000,6.69,230,803,Clouds,broken clouds
1759809600,14.01,13.53,1020,79,10.43,,75,10000,7.2,210,803,Clouds,broken clouds
1759816800,14.37,13.93,1020,79,10.78,,75,10000,8.23,220,803,Clouds,broken clouds
1759824000,15.04,14.64,1020,78,11.24,,75,10000,6.69,220,803,Clouds,broken clouds
1759831200,15.53,15.28,1021,82,12.47,,75,6000,6.69,220,300,Drizzle,light intensity drizzle
1759838400,16.53,16.33,1021,80,13.07,,75,10000,6.69,220,803,Clouds,broken clouds
1759845600,16.81,16.69,1021,82,13.72,,75,10000,6.69,220,803,Clouds,broken clouds
1759852800,15.8,15.73,1020,88,13.82,,75,10000,5.66,220,803,Clouds,broken clouds
1759860000,14.64,14.54,1022,91,13.19,,75,10000,5.14,330,500,Rain,light rain
1759867200,12.93,12.65,1023,91,11.5,,75,10000,3.09,310,803,Clouds,broken clouds
1759874400,12.32,11.85,1024,86,10.05,,75,10000,2.57,290,803,Clouds,broken clouds
1759881600,10.52,9.79,1024,83,7.76,,75,10000,2.57,310,803,Clouds,broken clouds
1759888800,8.17,5.96,1025,87,6.14,,75,10000,3.6,270,803,Clouds,broken clouds
1759896000,9.24,7.55,1024,83,6.51,,75,10000,3.09,280,803,Clouds,broken clouds
1759903200,9.26,7.29,1025,76,5.25,,75,10000,3.6,270,803,Clouds,broken clouds
1759910400,10.38,9.51,1025,78,6.72,,75,10000,4.12,240,803,Clouds,broken clouds
1759917600,12.66,11.89,1026,73,7.95,,40,10000,5.66,240,802,Clouds,scattered clouds
1759924800,14.2,13.5,1025,70,8.81,,40,10000,6.69,280,802,Clouds,scattered clouds
1759932000,15.17,14.44,1025,65,8.64,,40,10000,7.2,280,802,Clouds,scattered clouds
1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
1759946400,13.35,12.62,1026,72,8.41,,75,10000,5.66,260,803,Clouds,broken clouds
1759953600,12.52,11.73,1027,73,7.82,,75,10000,6.17,240,803,Clouds,broken clouds
1759960800,11.84,11.06,1027,76,7.75,,75,10000,6.69,270,803,Clouds,broken clouds
1759968000,11.53,10.88,1027,82,8.57,,75,10000,5.66,240,803,Clouds,broken clouds
1759975200,11.53,10.88,1027,82,8.57,,75,10000,5.66,240,803,Clouds,broken clouds
1759982400,11.53,10.88,1027,82,8.57,,75,10000,5.66,240,803,Clouds,broken clouds
1759989600,11.53,10.88,1028,82,8.57,,75,10000,5.66,270,803,Clouds,broken clouds
1759996800,11.59,11.05,1029,86,9.33,,75,10000,4.12,240,300,Drizzle,light intensity drizzle
1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
1760011200,14.75,14.29,1030,77,10.76,,75,10000,5.66,240,803,Clouds,broken clouds
1760018400,15.59,15.19,1030,76,11.38,,100,10000,6.17,270,804,Clouds,overcast clouds
1760025600,14.92,14.5,1030,78,11.12,,75,10000,5.66,290,803,Clouds,broken clouds
1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
1760040000,13.16,12.83,1032,88,11.22,,75,8000,2.57,220,310,Drizzle,light intensity drizzle rain
1760047200,12.92,12.54,1033,87,10.81,,75,10000,3.6,230,803,Clouds,broken clouds
1760054400,12.2,11.64,1033,83,9.4,,75,10000,4.12,280,803,Clouds,broken clouds
1760061600,11.36,10.82,1033,87,9.28,,75,10000,3.58,280,803,Clouds,broken clouds
1760068800,11.23,10.5,1033,80,7.91,,75,10000,3.6,260,803,Clouds,broken clouds
1760076000,10.47,9.66,1035,80,7.17,,75,10000,4.63,250,803,Clouds,broken clouds
1760083200,10.54,9.63,1035,76,6.49,,75,10000,5.14,300,803,Clouds,broken clouds
1760090400,10.41,9.54,1036,78,6.74,,75,10000,3.6,300,803,Clouds,broken clouds
1760097600,11.92,11.13,1036,75,7.63,,75,10000,4.12,290,803,Clouds,broken clouds
1760104800,11.76,10.95,1035,75,7.48,,75,10000,4.12,290,803,Clouds,broken clouds
1760112000,11.53,10.75,1035,77,7.64,,75,10000,4.12,290,803,Clouds,broken clouds
1760119200,10.75,10,1035,81,7.63,,75,10000,2.57,270,803,Clouds,broken clouds
1760126400,11.04,10.24,1036,78,7.36,,75,10000,1.54,0,803,Clouds,broken clouds
1760133600,10.3,9.5,1036,81,7.19,,100,10000,1.54,260,804,Clouds,overcast clouds
1760140800,10.04,9.27,1036,83,7.29,,75,10000,2.57,300,803,Clouds,broken clouds
1760148000,9.56,8.63,1036,82,6.64,,100,10000,2.06,260,804,Clouds,overcast clouds
1760155200,9.2,7.83,1036,84,6.64,,100,10000,2.57,300,804,Clouds,overcast clouds
1760162400,9.41,7.75,1036,82,6.5,,100,10000,3.09,320,804,Clouds,overcast clouds
1760169600,9.34,8.23,1036,82,6.43,,100,10000,2.24,280,804,Clouds,overcast clouds
1760176800,9.57,8.27,1037,81,6.47,,100,10000,2.57,320,804,Clouds,overcast clouds
1760184000,10.41,9.52,1036,77,6.56,,100,10000,1.03,0,804,Clouds,overcast clouds
1760191200,11.24,10.33,1036,73,6.58,,100,10000,2.06,350,804,Clouds,overcast clouds
1760198400,10.41,9.52,1035,77,6.56,,100,10000,2.57,320,804,Clouds,overcast clouds
1760205600,10.3,9.42,1035,78,6.64,,100,10000,1.54,0,804,Clouds,overcast clouds
1760212800,10.09,9.22,1036,79,6.62,,100,10000,1.54,0,804,Clouds,overcast clouds
1760220000,9.95,9.55,1036,80,6.66,,100,10000,1.54,0,804,Clouds,overcast clouds
1760227200,9.34,8.37,1035,86,7.12,,100,10000,2.06,70,804,Clouds,overcast clouds
1760234400,9.34,8.37,1034,86,7.12,,100,10000,2.06,80,804,Clouds,overcast clouds
1760241600,9.57,8.5,1034,87,7.52,,100,10000,2.24,340,804,Clouds,overcast clouds
1760248800,9.95,9.09,1034,85,7.55,,100,10000,2.06,320,804,Clouds,overcast clouds
1760256000,10.15,9.52,1034,88,8.25,,100,10000,2.57,240,804,Clouds,overcast clouds
1760263200,11.52,10.87,1034,82,8.56,,75,10000,2.57,30,803,Clouds,broken clouds
1760270400,12.29,11.72,1033,82,9.31,,75,10000,3.6,80,803,Clouds,broken clouds
1760277600,12.29,11.64,1032,79,8.76,,75,10000,4.12,80,803,Clouds,broken clouds
1760284800,12.76,12.13,1032,78,9.03,,75,10000,4.12,100,803,Clouds,broken clouds
1760292000,11.53,10.91,1032,83,8.75,,75,10000,4.12,100,803,Clouds,broken clouds
1760299200,11.84,11.22,1031,82,8.87,,75,10000,2.57,100,803,Clouds,broken clouds
1760306400,11.52,11,1031,87,9.43,,75,10000,3.6,100,803,Clouds,broken clouds
1760313600,11.53,11.04,1031,88,9.61,,75,10000,3.09,90,803,Clouds,broken clouds
1760320800,11.53,11.11,1030,91,10.11,,75,10000,2.57,90,803,Clouds,broken clouds
1760328000,11.53,11.04,1030,88,9.61,,75,10000,2.06,90,803,Clouds,broken clouds
1760335200,11.24,10.74,1030,89,9.5,,75,10000,1.03,0,803,Clouds,broken clouds
1760342400,10.42,9.82,1030,88,8.52,,75,8000,2.57,280,803,Clouds,broken clouds
1760349600,12.36,11.79,1031,82,9.38,,75,10000,2.57,130,803,Clouds,broken clouds
1760356800,13.35,12.91,1030,83,10.53,,75,10000,3.09,140,803,Clouds,broken clouds
1760364000,13.5,13.07,1030,83,10.67,,75,10000,3.58,150,803,Clouds,broken clouds
1760371200,13.5,13.07,1030,83,10.67,,75,10000,2.57,110,803,Clouds,broken clouds
1760378400,12.99,12.62,1030,87,10.88,,75,10000,3.09,110,803,Clouds,broken clouds
1760385600,12.78,12.46,1031,90,11.18,,75,10000,2.57,110,803,Clouds,broken clouds
1760392800,12.78,12.49,1031,91,11.35,,75,10000,2.24,140,300,Drizzle,light intensity drizzle
1760400000,12.78,12.49,1031,91,11.35,,75,10000,1.54,0,803,Clouds,broken clouds
1760407200,12.2,11.9,1031,93,11.1,,75,10000,2.06,90,803,Clouds,broken clouds
1760414400,12.04,11.78,1031,95,11.26,,75,8000,1.54,80,300,Drizzle,light intensity drizzle
1760421600,12.25,12.01,1031,95,11.47,,75,7000,2.57,30,300,Drizzle,light intensity drizzle
1760428800,12.25,12.04,1032,96,11.63,,75,5000,2.06,360,300,Drizzle,light intensity drizzle
1760436000,12.43,12.18,1033,94,11.49,,75,10000,2.24,360,300,Drizzle,light intensity drizzle
1760443200,13.27,13,1032,90,11.67,,75,10000,2.06,70,300,Drizzle,light intensity drizzle
1760450400,13.27,12.98,1032,89,11.5,,100,10000,2.68,80,804,Clouds,overcast clouds
1760457600,13.27,12.98,1032,89,11.5,,75,10000,2.57,90,803,Clouds,broken clouds
1760464800,12.78,12.49,1032,91,11.35,,75,7000,2.57,40,300,Drizzle,light intensity drizzle
1760472000,12.04,11.75,1032,94,11.1,,75,6000,2.57,30,300,Drizzle,light intensity drizzle
1760479200,11.53,11.19,1032,94,10.6,,75,8000,3.6,50,300,Drizzle,light intensity drizzle
1760486400,11.7,11.35,1033,93,10.61,,75,8000,2.57,50,300,Drizzle,light intensity drizzle
1760493600,11.24,10.9,1032,95,10.47,,75,4000,2.06,30,300,Drizzle,light intensity drizzle
1760500800,11.84,11.48,1032,92,10.58,,75,5000,2.57,40,300,Drizzle,light intensity drizzle
1760508000,11.11,10.76,1032,95,10.34,,75,10000,2.57,40,300,Drizzle,light intensity drizzle
1760515200,10.64,10.16,1032,92,9.4,,75,10000,3.09,30,803,Clouds,broken clouds
1760522400,12.04,11.57,1032,87,9.95,,75,10000,3.58,20,803,Clouds,broken clouds
1760529600,11.58,11.07,1032,87,9.49,,75,10000,2.57,30,803,Clouds,broken clouds
1760536800,12.64,12.07,1031,81,9.47,,100,10000,3.09,60,804,Clouds,overcast clouds
1760544000,12.25,11.7,1030,83,9.45,,100,10000,4.12,80,804,Clouds,overcast clouds
1760551200,11.53,11.01,1031,87,9.44,,100,10000,3.6,90,804,Clouds,overcast clouds
1760558400,11.55,10.95,1030,84,8.94,,100,10000,3.6,90,804,Clouds,overcast clouds
1760565600,10.64,10.01,1031,86,8.4,,100,10000,4.12,90,804,Clouds,overcast clouds
1760572800,10.9,10.21,1030,83,8.13,,100,10000,3.6,100,804,Clouds,overcast clouds
1760580000,10.9,10.24,1029,84,8.31,,100,10000,2.06,150,804,Clouds,overcast clouds
1760587200,10.69,10.03,1029,85,8.27,,100,10000,1.54,90,804,Clouds,overcast clouds
1760594400,10.69,10.09,1029,87,8.62,,100,10000,1.03,0,804,Clouds,overcast clouds
1760601600,11.03,10.36,1029,83,8.26,,100,10000,1.79,80,804,Clouds,overcast clouds
1760608800,11.36,10.8,1029,86,9.1,,100,10000,2.06,60,804,Clouds,overcast clouds
1760616000,12.2,11.62,1029,82,9.22,,100,10000,2.57,70,804,Clouds,overcast clouds
1760623200,12.43,11.74,1028,77,8.51,,75,10000,2.57,50,803,Clouds,broken clouds
1760630400,12.2,11.51,1028,78,8.48,,100,10000,1.54,0,804,Clouds,overcast clouds
1760637600,11.36,10.8,1028,86,9.1,,100,10000,2.57,60,804,Clouds,overcast clouds
1760644800,11.7,11.01,1028,80,8.37,,100,10000,2.57,150,804,Clouds,overcast clouds
1760652000,11.68,10.99,1028,80,8.35,,100,10000,3.6,130,804,Clouds,overcast clouds
1760659200,11.13,10.44,1027,82,8.18,,100,10000,3.09,130,804,Clouds,overcast clouds
1760666400,11.44,10.78,1027,82,8.48,,100,10000,2.06,120,804,Clouds,overcast clouds
1760673600,11.35,10.68,1026,82,8.39,,100,10000,2.24,90,804,Clouds,overcast clouds
1760680800,11.13,10.47,1026,83,8.36,,100,10000,3.6,100,804,Clouds,overcast clouds
1760688000,11.55,10.82,1026,79,8.04,,75,10000,2.24,100,803,Clouds,broken clouds
1760695200,13.05,12.32,1026,73,8.33,,40,10000,3.09,100,802,Clouds,scattered clouds
1760702400,14.12,13.6,1026,77,10.15,,75,10000,3.6,100,803,Clouds,broken clouds
1760709600,13.58,13.08,1025,80,10.2,,75,10000,5.14,100,803,Clouds,broken clouds
1760716800,12.78,12.33,1024,85,10.32,,75,10000,4.63,100,803,Clouds,broken clouds
1760724000,12.92,12.51,1024,86,10.64,,75,10000,3.6,80,803,Clouds,broken clouds
1760731200,12.82,12.3,1024,82,9.83,,75,10000,3.6,100,803,Clouds,broken clouds
1760738400,12.6,11.95,1023,78,8.87,,75,10000,5.14,110,803,Clouds,broken clouds
1760745600,13.2,12.77,1022,84,10.56,,75,10000,3.09,110,803,Clouds,broken clouds
1760752800,13.84,13.5,1021,85,11.36,,75,10000,5.14,130,803,Clouds,broken clouds
